name,dataset,split,image_source,mask_source,image_file,mask_file,image_sha256,mask_source_sha256,mask_sha256,rgb_pixels_sha256,image_hw,mask_hw,size_mismatch,binary_unit_mask_scaled,soft_mask,empty_mask,detail_sha256,trace_sha256
CASIA2__Tp_D_NRN_M_O_nat00037_cha00062_11385,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_M_O_nat00037_cha00062_11385.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_M_O_nat00037_cha00062_11385_gt.png,CASIA2__Tp_D_NRN_M_O_nat00037_cha00062_11385.jpg,CASIA2__Tp_D_NRN_M_O_nat00037_cha00062_11385.png,58d9262beddd126b80fb6d1373e24cdf5ea035f7a7eba4646496d644e15c7a83,f4c3fca759ea0014c653f6787657dbaab83d8af1b7f1373d663ad194468ab056,f4c3fca759ea0014c653f6787657dbaab83d8af1b7f1373d663ad194468ab056,e92c52c78751225937123055fb33fd074d5a13c94abe14fc6572f6714c711fc9,256x384,256x384,False,False,False,False,0f95006a9aca8dd8b7f6d4526896582fcd5f765b10071e9cf85066643b257464,bf12e2aad4ec65e18926f717a5a7678155808955e756bd79834884e89e84b6ad
CASIA2__Tp_D_NRN_M_O_nat10151_cha00062_12107,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_M_O_nat10151_cha00062_12107.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_M_O_nat10151_cha00062_12107_gt.png,CASIA2__Tp_D_NRN_M_O_nat10151_cha00062_12107.jpg,CASIA2__Tp_D_NRN_M_O_nat10151_cha00062_12107.png,8421cd4119533b062ae13ba5f6a91a20248b5a0e740f1fa8c2abf23663ea4ec5,f1530e5b68ebe363842390a277af9ab193838e3cf5d8e00e2ab0f7616fb39c3c,f1530e5b68ebe363842390a277af9ab193838e3cf5d8e00e2ab0f7616fb39c3c,7743f2adde1db0695b21926de0aa16abed79e1356159f25607f36ce8bc6ba142,480x640,480x640,False,False,False,False,f987f7a1a24eec7a26c210c78f3045a2003c68a56c0224fa606fc5eef20a16d1,b5a86dbd04c298647070d7d9d4dbd7e7dadf56d54bc1bece8f0a7bd8ed5f20e2
CASIA2__Tp_D_NRN_M_O_nat10157_nat00095_12046,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_M_O_nat10157_nat00095_12046.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_M_O_nat10157_nat00095_12046_gt.png,CASIA2__Tp_D_NRN_M_O_nat10157_nat00095_12046.jpg,CASIA2__Tp_D_NRN_M_O_nat10157_nat00095_12046.png,0c03ff87a477359e8b69e743635595f4ae64f737c9e2a0c76204e796262bdb32,c9f49aac01ece41355191b0b8484ca708e995d72aea7ad0a0a91f3ba4cc89bb9,c9f49aac01ece41355191b0b8484ca708e995d72aea7ad0a0a91f3ba4cc89bb9,b7dc92b8e208659bbb2715c1c824a08c25d4850b4bc2e685f0019caea1e8ad09,390x561,390x561,False,False,False,False,48604414ba07bcd22e926a65d3f0952277c98623ebc81cdfd5846bdf4a6d13c2,e06f08ac5bdfd1c0c2a339df401374374ef13365baa060467dcf9090b45d04a5
CASIA2__Tp_D_NRN_M_O_sec00001_sec00007_10032,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_M_O_sec00001_sec00007_10032.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_M_O_sec00001_sec00007_10032_gt.png,CASIA2__Tp_D_NRN_M_O_sec00001_sec00007_10032.tif,CASIA2__Tp_D_NRN_M_O_sec00001_sec00007_10032.png,8855872f7c1827a74d6628d5e8962383a9548aefae3e791849ebf04686378903,c5ba93a5ae6cec3f82de6328aeb46eb99555d9ea4ceabd665ecac12a8b5e5ec2,c5ba93a5ae6cec3f82de6328aeb46eb99555d9ea4ceabd665ecac12a8b5e5ec2,c4184f3487037b9d4256ecc730c865d7fd263b66f35762c2fa8b141129f30f0e,256x384,256x384,False,False,False,False,ba4845136421c2d068cc97f969d29bd00105ef41e7e00fe9e41eeb2d1d152de8,031385b749e9cffcdaeafbba2561aa940b539a11746f5cee713261cec87c9544
CASIA2__Tp_D_NRN_M_O_sec10101_sec10107_10024,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_M_O_sec10101_sec10107_10024.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_M_O_sec10101_sec10107_10024_gt.png,CASIA2__Tp_D_NRN_M_O_sec10101_sec10107_10024.tif,CASIA2__Tp_D_NRN_M_O_sec10101_sec10107_10024.png,300868cc76acee1ec8d2f68679f3b430dc44a9264e57ea82782ace128f0cd670,1032c1f251bfbf160f8c01ff84b0af45fcb1cd1a8cb29babd9350a3daeb207e2,1032c1f251bfbf160f8c01ff84b0af45fcb1cd1a8cb29babd9350a3daeb207e2,21b4b93233686bfe6ba9cfa84a6fb5ac7f97247e108979e1e58b456477fb3d8f,160x240,160x240,False,False,False,False,5a4a51356e0b3a9d0183a0c24b00ffe1585ec4bd444e8c48c2771b88627abaef,6e260c0c601a877b1462642a8bbf0c59aa2d03e025e91152f1441eff79efbb0f
CASIA2__Tp_D_NRN_M_O_sec10105_cha10104_10027,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_M_O_sec10105_cha10104_10027.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_M_O_sec10105_cha10104_10027_gt.png,CASIA2__Tp_D_NRN_M_O_sec10105_cha10104_10027.tif,CASIA2__Tp_D_NRN_M_O_sec10105_cha10104_10027.png,3a2c6486654d193f44267a81f2f1222597ca807886a7155d3c4a7b91c1e0e406,3eb6544c0cd276cee239a49dee8dce3784139e813a71b1b2a4a23113b4eac057,3eb6544c0cd276cee239a49dee8dce3784139e813a71b1b2a4a23113b4eac057,ecdf51605446c120af5b7d0df3fd85fb93b9c27e8c7637026af7eb687a1bc771,500x333,500x333,False,False,False,False,fa8b0e7db4f20bca020c453b12e48bf92602fd15964c22d12e4f3651702595f7,152eb9bcb68ca669d0f4e60cf2044b0de1b4a86cfc4277d7c1329443c78bf8b6
CASIA2__Tp_D_NRN_M_O_sec10107_sec10101_10025,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_M_O_sec10107_sec10101_10025.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_M_O_sec10107_sec10101_10025_gt.png,CASIA2__Tp_D_NRN_M_O_sec10107_sec10101_10025.tif,CASIA2__Tp_D_NRN_M_O_sec10107_sec10101_10025.png,29c7e1fcdd2b3b81525cb125c8e100c5930fa856fc528b9e8dfcb1877d53fddb,bf9ae621225d1208592fbfd8a28a6ac8eac894e128a60fef0dd249789f5c7263,bf9ae621225d1208592fbfd8a28a6ac8eac894e128a60fef0dd249789f5c7263,b36388a28d8cc60e386bea70e90ca440228f130340e04a5e9815911cbe469d58,160x240,160x240,False,False,False,False,8eb0d095f24403360e3a82e3d32051ff7822542f42ba0d094309c1eac2ad65e7,faa1a412c05662e43a697d30896bd3105dac16ea29e3aca8b317486df2e15bc7
CASIA2__Tp_D_NRN_M_O_sec20054_sec20042_01644,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_M_O_sec20054_sec20042_01644.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_M_O_sec20054_sec20042_01644_gt.png,CASIA2__Tp_D_NRN_M_O_sec20054_sec20042_01644.tif,CASIA2__Tp_D_NRN_M_O_sec20054_sec20042_01644.png,c0e04c5f914221d2753b82d622941f562112d0a01d8f968c0095b0bd25b07170,086ee178a33f55fc88062d34efb14486383f2776388967706e0fd4e779206ae3,086ee178a33f55fc88062d34efb14486383f2776388967706e0fd4e779206ae3,672079629ae1abd82fd8f12edcd6806e5717e7b3eec938712751a0fbe195ded0,499x366,499x366,False,False,False,False,364f550bd745e356c04fb00fd84cc07b700db91630494b5c307101ec854f3f88,eeec7847247afe7918df784a4be300f5cf3e17875df4e764d70bb80abbcea448
CASIA2__Tp_D_NRN_S_B_ani00021_ani00020_20015,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_ani00021_ani00020_20015.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_ani00021_ani00020_20015_gt.png,CASIA2__Tp_D_NRN_S_B_ani00021_ani00020_20015.jpg,CASIA2__Tp_D_NRN_S_B_ani00021_ani00020_20015.png,9d29d03ad5d6f59da86781e537efb79520085c4ddc555d21ecb03f811a90c359,c42cb331566938771848aa9cd35d06b45b015872f78394783bcc0842a027e662,c42cb331566938771848aa9cd35d06b45b015872f78394783bcc0842a027e662,518457dcb2ef2acf72137865c8099d0c94e87e47eca37b5154e673790db6141b,256x384,256x384,False,False,False,False,d707dd094ade5147a89c0c4cbf48395507bdc2d63b55057e41059e966990b22b,d6e286af7e5a9f9634dd8365afc08f651e31342e815f0b2843cc4b6370fb6319
CASIA2__Tp_D_NRN_S_B_ani00023_ani00022_20073,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_ani00023_ani00022_20073.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_ani00023_ani00022_20073_gt.png,CASIA2__Tp_D_NRN_S_B_ani00023_ani00022_20073.jpg,CASIA2__Tp_D_NRN_S_B_ani00023_ani00022_20073.png,21143d19fde1b67ff6d9bb07c5d0676e2309332ed8798b68684108eb3f2ea5c3,6a7eec2da52c368e03bf1d5f8fc12dd47b6426d5bfd476dbeb1f6c632b1fd998,6a7eec2da52c368e03bf1d5f8fc12dd47b6426d5bfd476dbeb1f6c632b1fd998,b92592b274c35293800f5b005a8d953e73cb5a913ed2e0d514e07e08ea95da93,256x384,256x384,False,False,False,False,d1675ba238fc04884f2ea4e17c91665df4ad4044aa1ff01913efbdaea2e5174b,aadbe3785f1d9c0cb248f9f0e26e1f2666edfd97d21528a8c96b8fffb41a2dfc
CASIA2__Tp_D_NRN_S_B_ani00028_ani00029_20111,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_ani00028_ani00029_20111.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_ani00028_ani00029_20111_gt.png,CASIA2__Tp_D_NRN_S_B_ani00028_ani00029_20111.jpg,CASIA2__Tp_D_NRN_S_B_ani00028_ani00029_20111.png,9df16e7041a06fcc50433fc2a22a4ba6bf734250e71dc5bbbafcefb8e1ab470c,c18c3350f0a0e1aa03c88bff9c2585d3fcae7c6075ca623c0de7294bdd0a15ee,c18c3350f0a0e1aa03c88bff9c2585d3fcae7c6075ca623c0de7294bdd0a15ee,f1ccec1c8c0bd71302de81f3de9c8d9441d5ebea0b2dede24e40182056f4466e,384x256,384x256,False,False,False,False,5fa4076200e6b8193d6e7f62ba5935a7dd60b8a07d5e2f53f8a17fdb469840c6,4a4d2ab87d16d38414e1a13daa9d24bb065c18638f21ab62eb76864956cf9a54
CASIA2__Tp_D_NRN_S_B_ani00036_ani00037_00156,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_ani00036_ani00037_00156.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_ani00036_ani00037_00156_gt.png,CASIA2__Tp_D_NRN_S_B_ani00036_ani00037_00156.tif,CASIA2__Tp_D_NRN_S_B_ani00036_ani00037_00156.png,63cba78fe6f6d3544aeb8141ede6fdd869fe8c4632efbf9fe958cb6d9c4ff4e0,971a42c26dcfed71dca347dba887c7ee63bff00ba83db322c9e8aa9cf136907a,971a42c26dcfed71dca347dba887c7ee63bff00ba83db322c9e8aa9cf136907a,b7c224d32413cb69dfb24173e3b7fe0af3c9b48594ad9da00477dc21aa60a365,256x384,256x384,False,False,False,False,cd7b118c0a8f85438b82639038b2e047098bae4c173e057f84180121ac08b723,20736e3510c74d434b190973f4762ed090eb106efa5215ffab78f3231c7987eb
CASIA2__Tp_D_NRN_S_B_ani00066_ani00013_00186,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_ani00066_ani00013_00186.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_ani00066_ani00013_00186_gt.png,CASIA2__Tp_D_NRN_S_B_ani00066_ani00013_00186.tif,CASIA2__Tp_D_NRN_S_B_ani00066_ani00013_00186.png,3166e55c2c751b40f79eebb775c36505002424f84d87108026a96b9cd8a3dae2,93dd15699f1b3b851cbd95e89d1f91126be91de02c4e7c249be5d50dc0feaca6,93dd15699f1b3b851cbd95e89d1f91126be91de02c4e7c249be5d50dc0feaca6,61a60759ea480af8e64af6e0340c2f99a9f0ed149a317deb24e61047edd829c9,256x384,256x384,False,False,False,False,42c6b90e6d1ef8d9f54eb482d150304256a43c50e11f03baf476a16c12f470f8,99fc290900489754bffa33bb45d021b48a52a68910fbcf74113ad22a4009e60c
CASIA2__Tp_D_NRN_S_B_ani00067_ani00062_11127,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_ani00067_ani00062_11127.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_ani00067_ani00062_11127_gt.png,CASIA2__Tp_D_NRN_S_B_ani00067_ani00062_11127.jpg,CASIA2__Tp_D_NRN_S_B_ani00067_ani00062_11127.png,9447c1441c7239d5acc2db9939612b31a6e102dc6c412881047e695a8de9faf7,ac26977b0657807c710ba20d4e79e5b71051adfe9d3a153f575a2a80c3d1d5e5,ac26977b0657807c710ba20d4e79e5b71051adfe9d3a153f575a2a80c3d1d5e5,fb6dd0e6781bd548ea09f7647a193bd6defd33f2c84ab71857b4f3c9c282b10b,256x384,256x384,False,False,False,False,be99a64dc4faaabe214aa7cbfb28228f026bd46a9e903b80b91192569aea25b1,4a06f7ca55bd81274dc08fe5d18797bd0b78e01422d862e5632da677e4bcdc28
CASIA2__Tp_D_NRN_S_B_ani00093_ani00021_00213,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_ani00093_ani00021_00213.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_ani00093_ani00021_00213_gt.png,CASIA2__Tp_D_NRN_S_B_ani00093_ani00021_00213.tif,CASIA2__Tp_D_NRN_S_B_ani00093_ani00021_00213.png,17694763d07ee389f0c05a7df67505e1ff9cdd8d9699e5891759ec7ba2381e06,721ecca837d08d500e7d98b388dcd4a1d6f0e2e83cff43f9660639b6d0321a72,721ecca837d08d500e7d98b388dcd4a1d6f0e2e83cff43f9660639b6d0321a72,cb0c6ddb6084476f573ba45e7c3f8ed2443d26e3751170e144f57e82b132c105,256x384,256x384,False,False,False,False,ff6bb8bd4c0d6640a6953f9a005a29abeacda3b251c0e495089be49288c4f729,6a35065a04ccc6335db5b50cef6de07e3e99ad330a4b62310d1da33ccb2d81ea
CASIA2__Tp_D_NRN_S_B_ani10209_ani10210_12372,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_ani10209_ani10210_12372.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_ani10209_ani10210_12372_gt.png,CASIA2__Tp_D_NRN_S_B_ani10209_ani10210_12372.jpg,CASIA2__Tp_D_NRN_S_B_ani10209_ani10210_12372.png,b432971188225c0be8983af10aaa4a03adf024a7aca2b077fad87eaf8b3947db,6c21aa8f6548f15cb9d622e227803e28450b5a360b7e9e2c4041e817f700ca3f,6c21aa8f6548f15cb9d622e227803e28450b5a360b7e9e2c4041e817f700ca3f,8b7110022781babdbe862cfbabdc98a50fade0dd7acc6874c9d2d7f36f61c35e,668x699,668x699,False,False,False,False,1ad2377bcab468dbc420dc75fa1338d6217e999340daa140e9cc69d63fee7f56,46ded2acf110d0da83f0fc1ad54907f08eb7d7d66794f87166286fee407b1f6f
CASIA2__Tp_D_NRN_S_B_arc00024_ani00024_20074,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00024_ani00024_20074.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00024_ani00024_20074_gt.png,CASIA2__Tp_D_NRN_S_B_arc00024_ani00024_20074.jpg,CASIA2__Tp_D_NRN_S_B_arc00024_ani00024_20074.png,a97dd96003c22bef65f93158e3e04c90f03a79d954c233f741a65a53d1324a42,81e397b7427c7a56e7756b120a0d56905fd717e74c5fc6c456b6d73e2e2572b3,81e397b7427c7a56e7756b120a0d56905fd717e74c5fc6c456b6d73e2e2572b3,887ea5dea43fb180a0776cbf14e4e675698882c5fcbe0e3d8ab888ba6b32282b,256x384,256x384,False,False,False,False,a670b394f69281171b8ec0a674a8006fe58197f4b252fc03039bc443bad3b702,c5665831bd23df55902dd2ff3b4cd90dc152cd18a35a531d91044e91ca45500d
CASIA2__Tp_D_NRN_S_B_arc00042_ani00070_00262,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00042_ani00070_00262.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00042_ani00070_00262_gt.png,CASIA2__Tp_D_NRN_S_B_arc00042_ani00070_00262.tif,CASIA2__Tp_D_NRN_S_B_arc00042_ani00070_00262.png,3779f7cad6e25229c0cf56372c213b75d8116e1558c81bd1b85596260417f0bb,2c50c923a3eb2a578082387116c51c6ffc96d181d1b46651def505d0751c2c43,2c50c923a3eb2a578082387116c51c6ffc96d181d1b46651def505d0751c2c43,e1a7101757e88d113be62983da0798a24a31ab8049e4912a78f5720c0c3c3d72,256x384,256x384,False,False,False,False,48b0d38c12ef8717408a7996c18395580dcec72aa4d4ab025b594c062e6093fc,9dead0246b22c4aebead76a3f04eca67cb3fdabb5cb6e8f06c5aab1142d13774
CASIA2__Tp_D_NRN_S_B_arc00051_ani00005_00271,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00051_ani00005_00271.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00051_ani00005_00271_gt.png,CASIA2__Tp_D_NRN_S_B_arc00051_ani00005_00271.tif,CASIA2__Tp_D_NRN_S_B_arc00051_ani00005_00271.png,d5de972ee96779b4a108710f445aea7af3df07e4f2692492ee23f9bd4730d0b8,69163122709463b0b8d3c056cbc19d1988fdc00d58e7863e467171ae63030836,69163122709463b0b8d3c056cbc19d1988fdc00d58e7863e467171ae63030836,2320cd0d86fd08b04928cbeaefc2202c5ec1a152de4a719b731a7dc7478ec7cf,256x384,256x384,False,False,False,False,a1708b1348776f28bcd454a4cd20ae238ede2d58f64334f593535e18f1b1fe19,8ad5d6d20bd068bd0ade2242089c9acb9c8f1aa4f2874da74503e29ff54cbdbe
CASIA2__Tp_D_NRN_S_B_arc00054_ani00031_00274,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00054_ani00031_00274.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00054_ani00031_00274_gt.png,CASIA2__Tp_D_NRN_S_B_arc00054_ani00031_00274.tif,CASIA2__Tp_D_NRN_S_B_arc00054_ani00031_00274.png,3fbe9e51fc976f280cbc24b2df092556a39c73cc8edb3d9801d68c8dcc98d535,06b794c827619ce652b018c2d5b4c27813461dfce39158e1ad0a0b3e623f1581,06b794c827619ce652b018c2d5b4c27813461dfce39158e1ad0a0b3e623f1581,e80aff100371e211e0b1a9656cf401f4ce8116f2becfdb9de4869bbd738b6daa,256x384,256x384,False,False,False,False,9e81c5d5cdae1789c915ed0cc9e3ce0a0978f6f585511bf5c9639f24008e406e,daa0be760ee56c8380d9712a2ecc212e55587ecf34d319620fba03669122c801
CASIA2__Tp_D_NRN_S_B_arc00055_ani00005_00275,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00055_ani00005_00275.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00055_ani00005_00275_gt.png,CASIA2__Tp_D_NRN_S_B_arc00055_ani00005_00275.tif,CASIA2__Tp_D_NRN_S_B_arc00055_ani00005_00275.png,468b4caa411907d83db3bfc07cf3353827287570a93fc99759801587e80b0b4b,9fd4a00f5d1f2e7c9a2524ddb3c9a09cf8cb936644fbaa9e3c2a4a89a3d6756d,9fd4a00f5d1f2e7c9a2524ddb3c9a09cf8cb936644fbaa9e3c2a4a89a3d6756d,df3911af4135de637763076e4423265caafc95291bd858c6ce440259e2900941,256x384,256x384,False,False,False,False,d88f89abc0b6d488cfa98b963936592ee21cffb0ab87d6f04d9e419036381212,e0842d1bb949868d1bd26d38ee3bd2edd3c56c9f59767edf59fbfa34982a9387
CASIA2__Tp_D_NRN_S_B_arc00059_nat00013_11826,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00059_nat00013_11826.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00059_nat00013_11826_gt.png,CASIA2__Tp_D_NRN_S_B_arc00059_nat00013_11826.jpg,CASIA2__Tp_D_NRN_S_B_arc00059_nat00013_11826.png,d77830009a713509dce95e1850a401b16d2cfe0478328a780ac36881d02b2c01,52853d7766a1dcc82abe49d407e3ef4896a30176e491ea0b9556a84757caddb7,52853d7766a1dcc82abe49d407e3ef4896a30176e491ea0b9556a84757caddb7,7271921620588b1b9020f926e439ecb76362a0db682b80398c228a7bc8b2ca23,256x384,256x384,False,False,False,False,6819edc53fa3d82fd586598cd53745c24e5f5786ba127a531fcfedae248ae278,d826a6121c2930145c16cde6144c8c967259eec5039a6b0f64fec049c20c02de
CASIA2__Tp_D_NRN_S_B_arc00059_nat00095_11827,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00059_nat00095_11827.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00059_nat00095_11827_gt.png,CASIA2__Tp_D_NRN_S_B_arc00059_nat00095_11827.jpg,CASIA2__Tp_D_NRN_S_B_arc00059_nat00095_11827.png,f57aee6a2716116e41176a788f8de5bd62e0ef70c3a3d448e259feb23c3c4205,94c4bcade973fcb8cd3dd08f93410e33377009fb7f6041602727161cf978e198,94c4bcade973fcb8cd3dd08f93410e33377009fb7f6041602727161cf978e198,2db2d3b90aa73008fa3ff446fe5396b75ba05c2c14d6a17030769d9f203cd6cd,256x384,256x384,False,False,False,False,170fec25b247715c2c908d7b4213df9d5a6c75498b88b02f34c362e723fbb933,09f81ca3264abd9c509201d8e575a66886de99c888030b05dcfe137ee3cb554d
CASIA2__Tp_D_NRN_S_B_arc00060_arc00062_11496,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00060_arc00062_11496.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00060_arc00062_11496_gt.png,CASIA2__Tp_D_NRN_S_B_arc00060_arc00062_11496.jpg,CASIA2__Tp_D_NRN_S_B_arc00060_arc00062_11496.png,7d38525ac1ef4643b9fc1bf3842e61af1a122c9dd1eaa61c3f6d2df6c3275830,5a8fa5a39d6676410f8b76f9ba6a5a15a1ae1b73d52f07227023fc8030f313fd,5a8fa5a39d6676410f8b76f9ba6a5a15a1ae1b73d52f07227023fc8030f313fd,7e0446bfb070452b5a8b72f4dd61d1ef24fa1ae83b705d311eea4a82c1913af0,256x384,256x384,False,False,False,False,bb6b4b8af8387f99611c9424e2edd765cbfff99aa85ca394990e091065665e9b,52655cfcee52904d7f50f3d418d3a32ee9124ce6675b3e671b001bf174f0fca0
CASIA2__Tp_D_NRN_S_B_arc00064_ani00005_00284,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00064_ani00005_00284.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00064_ani00005_00284_gt.png,CASIA2__Tp_D_NRN_S_B_arc00064_ani00005_00284.tif,CASIA2__Tp_D_NRN_S_B_arc00064_ani00005_00284.png,ee4f1c4ff42637bc175bf2e0f4e3835f345142f91354d80665b1e9dd7ba72f0c,326eb71777ae7611e12b33bac7f383c30adfadff2eedf5a44435285cc9f2ae83,326eb71777ae7611e12b33bac7f383c30adfadff2eedf5a44435285cc9f2ae83,cd7b963b6d3f99f443efb63f9c4d6416db56a72038c53e423faeed1206bab123,384x256,384x256,False,False,False,False,2291e3c960f78d944d59f211fe18b3bee121367b9d8588435c8b3784a203e5b2,3fad40bf729116abdf65b444941530572a3f28041ea004b23e78f8e8e0173b62
CASIA2__Tp_D_NRN_S_B_arc00074_arc00075_11195,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00074_arc00075_11195.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00074_arc00075_11195_gt.png,CASIA2__Tp_D_NRN_S_B_arc00074_arc00075_11195.jpg,CASIA2__Tp_D_NRN_S_B_arc00074_arc00075_11195.png,9fbbf6317445ecd8c1ea88a4f319ace8577add0c552f0dce231845b248db53b0,a6cd9bc920e5a5d5322c1149aab5601638f7ae5819a65e0788153bfac8212c77,a6cd9bc920e5a5d5322c1149aab5601638f7ae5819a65e0788153bfac8212c77,7c4cfc175a86742106b40fb535f5607d8b378ab87e1d22464aec4ccae88a4eb7,256x384,256x384,False,False,False,False,ab93ccc1acf8d83cc4842a71e62765a161f6a6efcb70a6755c6f670b60588dcd,b8b24915a75255781c1b3ac44f66e3b251be2b6223ee6f3a6ea215ca9b4629c1
CASIA2__Tp_D_NRN_S_B_arc00076_ani00077_00296,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00076_ani00077_00296.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00076_ani00077_00296_gt.png,CASIA2__Tp_D_NRN_S_B_arc00076_ani00077_00296.tif,CASIA2__Tp_D_NRN_S_B_arc00076_ani00077_00296.png,2ce7c544af22e37bbef156445fbda0ca284e30fa447a4fa7ba0ba86dffa817f6,2c83ed20418514d5444f6b9e0ff2d7816196a0467b57efe86b85bb82dadf201d,2c83ed20418514d5444f6b9e0ff2d7816196a0467b57efe86b85bb82dadf201d,f0a18e087d1a09c1c422b476b4587f52a5f02a31a550dcd2c8ce26bb81b7630e,256x384,256x384,False,False,False,False,2b1b6af8fe5cf93b90394f37568f1b3a5da60812b85c827a2f2f3f69453d94cd,8bffe6e3e7c3690431be86828aa2c862938875185d1ea0898f2768cc6d765305
CASIA2__Tp_D_NRN_S_B_arc00080_ani00005_00300,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_D_NRN_S_B_arc00080_ani00005_00300.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_D_NRN_S_B_arc00080_ani00005_00300_gt.png,CASIA2__Tp_D_NRN_S_B_arc00080_ani00005_00300.tif,CASIA2__Tp_D_NRN_S_B_arc00080_ani00005_00300.png,b060e40f62dda33d54b9f3628b433399893a3529d2204e9009b3428cd270b968,00d896282b0a8729bcd345aca2d422dd6896e8c226b59bc686dd6fc604a5d531,00d896282b0a8729bcd345aca2d422dd6896e8c226b59bc686dd6fc604a5d531,3ff2debd8505ad70b69e36d845a89aafc5a0a4ed70001a4f9e8b1980fb7c1a73,256x384,256x384,False,False,False,False,51f95c605e6da99701e1ac9c38df4406a68085b24dfb031000083c9fc3332ef5,c726a71571cebe8487d1739e08e13e14b40491a5995c47cb6c1f4b82d09c63dd
