stem,prefix,split,image_sha256,mask_sha256,rgb_pixels_sha256,image_hw,mask_hw,size_mismatch,empty_mask,soft_mask,detail_sha256,trace_sha256
EI (3300),EI,train,0a5ded050d39958a1f1ebe32d70b1c97e2c37107e493fbafb20f3db32afef733,183a542dc905f0e9c68b868bc3cee903b8c438b5511417dd4718f5d456d9cb7a,2fb9a20a7d660fc97e8a1929c4f2c440d0e97a913b882841ea5d52e8b8885fbb,500x500,500x500,False,False,True,719b66b90976c16bdc9a77a030ccb60d61ec5a3293d24632ad7479775572431c,b38c576b351c3561e3b439e947cfd9153c48573a6e2cd6d82423c49d565ade58
EI (3301),EI,train,7decf187b0dc0225b917f1a2a2fbb0ade1c40b54f604f41e3125889a4152b1d8,e8e451492bad0e73ad7e844ad0d2c976b9472b0cd2766875948aa05060fddd2d,cfc67f44d29798331f987fa0466e66a2157c030986ab3d878b7ae35ec7af60af,519x500,519x500,False,False,True,5735964b3f8a6aeb4b3867cfb0b362186a4acefbdd46945a8d9dedd2a85c1782,912d4e4b9e4c93351a490c34e02ca97c77f3f7fb0049cbe92fb6fd9bb9623900
EI (3302),EI,train,abc2a00b912bbad3ff4ae0c1a49d457fc05a7a8d6c5545e8b6d72c148756ee0d,8bbcbc4a9710a06662e44cf24cb7dc675102127105ae20436a5ff0d1de8dc58a,6bb33802e41f388fd5e8fd25cb42b92a67f42c244a3c5d7b334a5c2c33c9e96f,500x375,500x375,False,False,True,86c69e36bd356b4a944eeec001083ced9473fb5aa74a1c322a0218aa0490ecef,2029fa15fb9914f2a228f2f2ab051ce22022e3cc94649989dff2ac479579cd4f
EI (3303),EI,train,fa679f33c27cecb9b72dcd13791eaea5e4450fda37320150455f4a28a6c65f67,e76483f610cc66b071cf7fd8286a30d9b61518e14f810990b2cfc5794589fc91,707e6ca1cd2b902e2b1eb7e447487436a8d92c5a5da7f48a8510685da4c191d9,399x600,399x600,False,False,True,6b8c3724c020bc1c1620bba68c510fd7f4ed7ddf767fedb80f8749b7fa99aed5,feca6db0fbba288a87d0274b5919399f7ead89900f0c1277e1448bec92e490b9
EI (3304),EI,train,d40a4ff8c39c6e115274936111aee9efecb178f2c7987794b1a07b1a15271a5a,59ce7a40f1757bede45b6fe6a1588f750bd3ce21542de287b165ceaebcda1bbb,adadef20a8c308f6ea33adc0a8858ead7a75943f17931640b0b52ee635df15d0,300x300,300x300,False,False,True,6c60037730bf41a4087a199805a608e0c01b96cb81c4a04ccd113ace96015cd4,4b12af30cb766ca1ce8f51bbf7e702fccabdfbad937f8a9e1954fb9dab6734ac
EI (3305),EI,train,b189ad2fb82e5be6b5141a6fe5eb637c7213d58f466b1ac98992d720bdfb3223,507b5cc69cd0586e8cab6d32b13a6987c72c82eb785d474ca98027e2afd11063,fd07160872f04020a75dad345cbca69cfce36a32fb0ef77d7c5de634c44b16ed,800x800,800x800,False,False,True,8dcd3f4088d5fb80caa2984049a9a9731bd4905c4bd3c432804bb88970b3fc0f,e1447176572af4df7616f7ea6a10336bcc291ef2c198545bc6411b863f6d3f74
EI (3306),EI,train,208a18d7d1dc7b5fa7d768d25049812f5f9a2e40ac7d01aa048b8e36dca128bc,1f37410a510e4a61bcf8406507573b78741f05e94dca4ef0f6177cb3f6997045,a328182de29a1a91c1b8e928bc09e4b11a78cac9eed60c0c5e30daabf622d306,889x500,889x500,False,False,True,ea209cbe3ce9a3eac6bf3758f2199ff35d168c9854c5593df778b16562d0bd11,6fb2d0b726f4558f7f6595882fbc4b53f02bb8773882f53d23ede148d6614135
EI (3307),EI,train,bd7aaf1ce128748aa7748985e0f099a1a087f4e7359e7b06dffef0e2f8152d5b,9de25e0672b38d0bee2c669ca3fd1297c452790a1555a0894f500afee3fb4178,8cf4e72274fdf5eaa6caa8071591b36d589aa356eb5dbab1a9c22321047a532e,667x500,667x500,False,False,True,b93e614bfcb3afb68007e0893815bfeec790d516d7b90f60a5be8f1334d5050f,9b32d457d012fae6a5f9e8fa9f63f8f6bcc56b27ad92e6e0f3a7bd0edeec9b48
EI (3308),EI,train,bf0826eb097771a1a613c3551e489b1624543b2d2416132fe1234fbb387a7c6d,0430273103e83ec1c638daf00fbcc5057612f3784f14a3e4ab005ca561071dbf,76d195f5f474410137fca779e3a8114248c670e7e0c40cb6e503a39afcabcffc,750x500,750x500,False,False,True,f9143c0dc1166dfd9a3685a17ac4b8fc9042b0026f95e7939f67fc62a1aff018,3128ef77495520ae857fb9bc3eef3a792b572dcf2840831604a7c978b9aea486
EI (3309),EI,train,1bcd278fccba9d6862897812e192a342259f65959aa068af0e83f0e4b5fab1e4,cbacdb1ccd4884e55155f5563087f53df84cfc2f3c2c8d5328b87d2beb9b0d18,20001eccd8cf11f4a0918b65ec5a358e4a304aae70aa48b9b208f9f2591a4b5a,750x500,750x500,False,False,True,dd3ebac0cccfed7e8a85361d21baad789ab3b22a5415b708ad98f5cd91ff1da4,2800296a655b5c1d60b60bb6dd24779d3375f8d9bb696767b5ce186544510aab
EI (3310),EI,train,95550644b5a3af8f437c59823c4534e31b93dee881d9093663af51fc12043a33,bf1e946d3bc1acf1ebc3af977a73cfeb55720865e52fdd19c59ba8a18873480e,cf9cebaa256b673105c6a4ce9410e88f8af8afc635c3f47418d3b83421a145a6,280x280,280x280,False,False,True,7bc138c7d5e345b018dfc6253eb528a21d165ad48a148125cbc50573107301bd,6d4fdbc4099969723af66a4f77c80a6f925bd40dc65314206bbc3c4e7ca9b41f
EI (3311),EI,test,00d655515e38e06f3ee75990d6d4d21891811de15e757edc609ce5f103bea67d,891d641e26899d0e6bfc287acd6ca410453e705ce678691863dbdd42384ffbac,62b4bc145191a20bc1c53f742da1425a5cc3d0df45ec7a8e536b3a91ec4ca08d,375x500,375x500,False,False,True,6dfa812c2b504f199dc2e5480abd3746788d6c811592e36a7fef5dd7947a3f52,3783facbf787d1e9abe06c81a6651ae6ba0e8475629229b2ad12deca5b9ce6a2
EI (3312),EI,train,9de7508642d9f2e918400e89f422b64e9ffec72d281d380265f27af7484945f8,39b0e674048c9ad0e06eb89ba158fe9938809fe7ba6710e588e6930b796530dc,0c76bfbd417e99d6396074a91962982938dae8f2e296c0da90b0d6af1bc203e2,500x333,500x333,False,False,True,2d36906c6616981577770a2e90eca4b53c6a01c47678b066a1081f42628d2e1a,c60eb4a0ec0eff8ec55da464e6b9ac62a776f23d7f1ba7131dd81bf4ede3bcf6
EI (3313),EI,train,c984aee7468a8ea13781959c711323f1ebde3bc02290b09f90c6180e6df78de5,956d6c2406841281f8b020bfcf308c6ee72e650da344f1ba7816ddfbeced9879,fa5da9376cfd90b592c02494cb516f27cf37bf10544efe629edad40edd12742c,500x1059,500x1059,False,False,True,167d08ef64f6a9fee3a40d690232bada8e29642f689ef7bb0cdd2247de2dc637,107fc6340d253c4c492f296639888ffe37afc8255b80f6e891be4c533e688772
EI (3314),EI,test,a12fed51a350a64c58bd70489cc0f2f10547f4d8175e0e788a8ac7a78bd54878,dc6ab7a8063a67ccf399f785604b64addacc932319abbb04b52b35d08f311bd8,6159552b91761ab44f9657a8ae907afd4ad1d3686a1226fb376cd4b18a5ecc52,500x375,500x375,False,False,True,7a7c4c257ec2aa51ace86e2749825b5b52292301bfaf3078440ea8fc3dd565ab,fa7cdd00df0524979f72c166e6c9535254e58d641aec9682b8d09783729fb567
EI (3315),EI,train,c113aec5be05edd58c8c29fc4725e97a8fd463ca669ecc90567dfa93b705d3e6,ca896c32cfc37a8044a58a2c84d3f11a8754746546ef00f31fbe2e1ce8a74aa6,4eb67d8f65d31c3e9160a58e1a3b09f248fbf543022ca91570aeb6e59225ad45,500x667,500x667,False,False,True,7f6481afea55beb44189277737394b7998219e06761cee61aa0ff8209064c0e6,5c0e4ce25a16be50ead99e52d18cdba73216b2c106dc608e1839afb65d763349
EI (3316),EI,train,0eacaf550339bf183f03888ac641c820a2db4dd9339d741afc3cbba28adcd72b,808e4c9f8eba4aa793fb2a37b3bc444caba77090006b156d010736130a147571,d7b4ffa14d9976d47ae060b3a8940b01cc619472cec8bf63b8a6892b4a82a7b4,500x375,500x375,False,False,True,3423cbd6f16e490508a3ff50c92b0c1276d9a183d956b0bb7b7eeb0bf20a60a6,9e1e125f06b4e6fa16bdb89898d13399d705af1289fd691dcd277e57540cc7ef
EI (3317),EI,train,fd7a47df40226607502b77ade842f9d8860e3897d5d7c7d499f1116c9da11e22,484ec082b5ce5f199a6622c1c67c725a1ff43fed8c1e623f9c514e2a4724d9e0,3dea19c9e00387c8c2d25302f7b909b6c452ea68e2589ed9650248330adc773e,667x500,667x500,False,False,True,b7cdb0137aeaed895ced054e103b9c7677911735761a7f462e6df3be29ebb52c,4fc9360f9ebebd7620f9aff042b7a871da9b21ca72814068a5211022d79e5fb1
EI (3318),EI,train,c1f1c2d0c61137daffc8ed746f6b610e64dacdfb5d7cce855f8fa08553e0df8a,71cc3fb6c0a619e40931513a2a18a2b287b751e818d729ba2e3799f6550c8f58,107e171cd18ae5fb049d0c65b271bb585ad664f5e7b6ee76c24cb1b91f0440e1,510x500,510x500,False,False,True,b506abeb6a32ae3b3cee8ca0b57080239bb0be1fc82ef6e15a61e6f5771d63df,8ac090c2ffb403169fb9862e6ad79ab2cf1b3d467c87d6c80067697408fb8e39
EI (3319),EI,train,30b4170672c1a263a0d8f8b819fce6fba1af0418a0a0e3e9d3439ad2fb8897a7,a945eacfc03a4ed66fb0421178328f7f2764ecaca33f4a8d628909d94b0a881f,45d3cec58da74584c3f12d0d364af61fe5765978a3502fbe548de759bf14b332,225x300,225x300,False,False,True,8ebf82e5e453d77e0faa296455b863db945155fc4771315db2518c6de11222d4,09a6fed44d1c7e0cc75b433ef6dfc1cc8374d17ccecf5e3ba7cef85c37277038
EI (3320),EI,train,f771a836d6edaa3e0aaa0620c50511516a4869a346d5b0f2b3bf4f04e6e342ea,d0383f5cc2597c3e7843c652ac318cf9902ebc0e58a16450d26e38bc60d6a5b6,07c26f53a95256877b1aabdbc4d7cc886e1cf4a9da1070c5eb1326029118fb83,500x889,500x889,False,False,True,7812665ab3117ab52ebd8f29785a68516968599a37651e849d4d94266c4cbdaf,3c7c400ec85f44b788ad87edcf35fc679f07c971e0d8979ee0bf68c971a381bb
EI (3321),EI,test,33023bb02c4952cdcc5c15ea065a39baa31bebaada66da086a1292fada1d3b1a,abd6182cae1a3eeaceadbe62844cefe240b422d5f49d7d167f053152dc1c5227,83ea2579942e2662b797f1f5181abbbbd6507e998d6c53d69c11f28a82648883,375x500,375x500,False,False,True,93eeb049c0a8ccf6a0a97170027618abe7ae90fe1ae53036c7e397d40d9c028e,739e98be4f93c806e2805fb1af6f55f7b7755688f947ecb232e5c75a452d2b2d
EI (3322),EI,train,e594ab1066475bf9b9d195ffdf54b9c36cf20953e1f4bf2a925e4b633dd25ce0,324448c4bcee46e43d1238c03f4b9df5410a70c5e6deed636a252afb8ea957c3,d00e2197ffa76d81cb4aa179a54c42546615208179a4e5cdb6e911b53bb3dbfc,289x400,289x400,False,False,True,805fd3f79d436d94998c7dbb2953d610197073408975d4e0e01e6a6d7f673de3,4a34c24f9e3cb5be9698625b144fb9eea934f01ae77f8616a6cb823c48d4de12
EI (3323),EI,train,08e9cf26575fdd86cb9e9988aca236f852a71ad4f425a165eedb2fdaab02032b,9669d0c5a437bb30aafd416c3907cb5b32c7a359cb3227ce777669e50de08234,8a9507e4f150e8f2340a6820c74ff9bdfc9b13189ae9bef4001d5c513e24de54,1067x800,1067x800,False,False,True,4369a25d10353d219839349668d83defea5c49f7ad9b27016892d465b46865bc,9fe168796913aed51fcf745d9a7a5a0d62e4b994b9d27630cdaf8d2dd5bf4c43
EI (3324),EI,train,64601a7050cfbd11d7b523a75ab6d3a47ced7ff71c28cb898ab6444d1c5124e7,bba5a45573c049ed9e0030cfbcaf54c166ba6523a76288328df4844b0984a150,7e0691d87eba1cf3916bdc561f40c5fd7fd7174fc1f5f52fbe7fc01486f8a103,411x658,411x658,False,False,True,c840079beb4d1a2cdf50ba6780bb04a71ba472a93035f1cf5d45e773297f0fd8,35144248a6a6bcb9d4b84c5f27429fa4bb255139f25d11997f15562bc1ac15e2
EI (3325),EI,train,a152e989cdcb2734e8c5ab7d62ecf81d9c19c30063a2de8cb4a81f86952980c2,1280f141c86dc93cd2bd73c03b68444e1a295b66aedd89133913453876b81f22,f8e38f2b465380697856b1a03f6a139b04c59f02d51aaee294032e8259362c05,642x500,642x500,False,False,True,850c556a8342b92050957a8bd0bd86a8ad66c5fe3a5e5ded530f53409d80a2c0,3cc3f0c4835816d326aec2e7e8ebae03a379d30b6abbe6b50326b85d436ed0ca
EI (3326),EI,train,dbade69cca35785a3b4426cb90286df5107b3afd62f2da6995ec54b32db63703,7be02854f000c8c5fedcedf31c7a2a588ab2e1b0b8cc1b9fa2719f81ed52a933,d6092ab1fc3c6b7a8a9aad5249ba13542359e913177b8729926960d8bba9dcc3,246x333,246x333,False,False,True,5d9aed63e990ae2a9707f7038767d3b1927d4190cb0a89648d9128e92df90ed4,9381f93c8ad5889c439beed474ba8699979dff1fa9badca4d011b7419b3de959
EI (3327),EI,train,e0e7198e68914cfc6648c63c10106b744b13e370bc4aa3dd072a9fc2f7865a64,9b2768b033552190ccbf50aa85bcca0d1a7b7be649cfe97acedc14c499b7845b,df48c89b44123b1992ff496f389f44c20eabd0c67cd1156fe92dadffc85f1e00,450x600,450x600,False,False,True,f3ca9803e7f373623190a20603a1d29dcf9f9f395184e3d7dd0c21fee202955c,f48569ee6e2a9105e07940b5be3b5533c34405c5e5ad55dafd0e37c9f2af2b42
EI (3328),EI,train,ca1c66ffef39f13e9406c254863b64821570cb33a690b93c673f2765d1a590a3,fb48934a180353a4360056282db76bf0bcd3a659d5f7bdbb95ee7cf88eaf7f11,b70d6f7f98251f4dcbbb876f10151b836c6986b00e97efe84909e62f075cef0d,657x500,657x500,False,False,True,6129ab77db9b8df66c5639b284444de29e142201b5ba53e6eeaf19b3f6e06add,f63dfb5e703f16c6e020a1779fd2f1bd302a7f3bd4d24fac613e695fb6b80650
EI (3329),EI,train,5e4c4a9a5e5b375b6c14114253e42bed55f474fe5f1efcb6892a840c6de76a3d,d97dc164766c9f07fdd635ece9f898e9cb6ba460a8328bf88d95cb406e8fda6c,4694ccb06113ed124037d14c9bd3c110fe9590c5ab018851a3f6675b17241b59,500x500,500x500,False,False,True,db04c5d370f8af53018f297e61b1487e916bce4a170aa6885ec41bf080e8db59,92058fc48be4e5d0906a436519f7deb9b19fd9982673e86967f138589112608e
EI (3330),EI,train,d4c9e0856857063af852498445631d9a3125843a2468a9a9603fc92b346a0294,44e3b6f96ea9cb8207502eb96bb3c3ad19c718154c7074eb717eda85f5309469,adf654127b1ff114cc5154be09eed472959a6b92de314d6e8ebe8668d23771b0,500x500,500x500,False,False,True,2115f5572ab4a37da58bcb64274d2912a8311aeacd63c88f62ca62564711060b,e63bcf95b5688caf5f47e17f97738575f5cdbc35cba1a499bc650630bba4dc68
EI (3331),EI,train,4867f950aef07f77cb88388ab4c991d15eeec0222639f4f61631ce7f252f2e61,56cf4362cda0973aa2155e10aaedc38b089bd444603ad48e8484a9cf5f13f195,9a8f54ada36bde80fe7aacd09034841ef4967991092a2d873f13b1eeac849f3f,688x500,688x500,False,False,True,b2129bdf6ecd1e37e0d73d6f176fc94adfaea2165241b984f7cea613f70b1a58,744dd2bc87d4ee34b9ca9ed679e6f1c318c583ca80cd6935c6c9c5e21bddffaa
EI (3332),EI,train,4bd278fc5dccb7cd17d445de5ecc1ed71183efef84ff859fb4b9916d30b4af1f,7a09b37f8969e43da2c5cae28d65d0e1d2653095976c534743a292ac36f51604,db4e01e2efa13553651c1700e509ce2dc24f5c9209ec535f9ed740f7cd3714e8,667x500,667x500,False,False,True,925dee6ff50a8870b2ae52a514f502e5b508a4e1b4eef6eb030aa310ec701719,85f4ce940be86a4926d5fa1f430a3c375acd371b3287d1509b75386e653e3455
EI (3333),EI,train,53086c85771f765ae48691c169805731bed7a321a7f53bda8673079452b7f6b8,bf80663cbb7a1c0cb2762f235b02d44f0b05d24787c402a392d733e56b989d21,045a63389513670896466621b50066d721b5ec903e40285af27c33010be13687,500x281,500x281,False,False,True,c0d2b0f294168246d8e61762b8c7315f0f9a78698aef57eb07ce5f2086f5c32a,d881d0503e380f25ab6d000f899e3e5b9d319c1b7c022d57723aba851d0458fe
EI (3334),EI,train,fdafc67a7c55be7280fd0698e1f6e7b8e9e343c01d1a938a8f2a0c2776bfcd43,704e3b29a5c6a9c080d5e26fac6f47adc6376c43ee6f50b219493e504013caa1,b9d1c9c4ead990f6dd9cd5c787b8d11763560ce8efae5d3ed067e6f1ac0e003e,667x500,667x500,False,False,True,e0984c020ab016a9db2337a2b57c7e4f1cc3fb4e176d9f882bc6ca533367cf45,dcaff7747b837353d7e742c023abd9a0bbe92921cd01ccfda3cced742b490f36
EI (3335),EI,train,d7a3b39c23e8a9bd2b243aece0710eef0d789e0931c371682dbadd7eabcdc4a7,6c804182d1aef655d548b0a8f649a16a627716c13a88a468b8f8dd8fbf59caf4,8deb57f08cf3150e72b3c51106f8933e33079dd001cc893870ff8a46c5249b06,667x500,667x500,False,False,True,c2f85a3a2734b598ad0e066e05adbe5d26beabfdea15487e4674b82526796976,0fd7ca7c2fdb4d9511e2708b435d5e9aa954a071ccf300b162476b408b0e44d2
EI (3336),EI,train,35f52c843b6d8c1903beeb293e6149e648687146ee18ef41bbd58b79ef9f42a9,82af2a7533531de7cf282063331e875ea40b6a834f2c76a1607e07dc53978f93,ccabcaab7dc2d2ac8a542d61ef0ffd93dda93b05457097f84b3114e9d553a2a2,667x500,667x500,False,False,True,4e7e2ec3c15e9541f928b823d69ac127a0213e6b5ca6a0779a9522908a53fefe,9efe18a24fb505f285563cb3315e95162ab861074e1ef9528d3731bcfa7ec91b
EI (3337),EI,train,6b96c08a4e720cbaef8a0736fa83a2eb7c9bc4a1257de9c730bada3e23ca42ed,ea1c55f677458df01449d2980bd76ca079fffd254afe140eaba9c931f300d93f,9d074f1f9374460f6d70a2a1e90cd4cebf19bd1e56beb7c1bedddfb017397f5f,667x500,667x500,False,False,True,dd355c6e892347abed824e09f5be73c220f50079cdbfc04130c71e1450e68410,593791ccb4790bc70fc0f4f474a7090ac8939924c3fad02d1f1d67054fccb905
EI (3338),EI,train,422393eccadbb878d82b8f6008bebdfb5b7381645d776b980ea15fba6c29f7e6,172194b2439eba1babcab030fb51cd45ce9dce3cf039e6196bcb211c0b57218a,b507329ff1d28278cc7432b2a88fe6aea9c6b56228fa61f22452eca6904fc98d,667x500,667x500,False,False,True,153baa3e756325b2e484e2feb4e182f941916f946a641364330e0a66aa7a1ec2,6262eff866d76124ef7d5f4043969215117947f16e50678de0537bc84dbd292d
EI (3339),EI,test,04694c16d5dcb40cacf1c290d77539d33415db5c5b4f54fefec99a2377055596,b543984d5429035aa3d627b5a28b36c89c52958d435be4015160a5d4373fa8cf,ccaed40962932313d91dee938ade364275e3fb04f87d7c9439ab9bf91bd1c2fa,388x500,388x500,False,False,True,a58a14d4985d714773c28e911596326dbe0650cc9534cfed9e85256ddb4ba4f9,b1715c5a65f3f433facaefa9871e49079ad1189bbbea5e37178e02fe571e5bc9
EI (3340),EI,train,8c6df3e95d958f42900b785f855cdd9620739be743b9fcc79d5ab0238f98218e,afa287c0ae6d72f2af3075b9b2c09a0bcc19446a1cc4f2e7ac47a588be364c05,e3eb080cd423bb8d5e99093e28b183fdcdbb6d3c9604d3685c3266030d8e16d7,500x750,500x750,False,False,True,f65edca71940af01da28fb578de2d74f9122f819fc53b9c21d6e28cdd57097de,eac1834f68d48fe292301009a570e19ca5b4aaaf5bab5c9d5905803453ee37ff
EI (3341),EI,train,274e936af4fca62e8734c93f805f2303004bd61690a9031f3d7802717fbb12d4,1f4660abae271d278817a9c128025896c08d38429f72c60140fb5b7cfb1f2b87,35a9f719292fa88b3fccdc5f21cc105ec4d75f28ac128ad08aa57ad03668e93c,450x600,450x600,False,False,True,fd9aefb018728dd6ec5dc7cbfb91744fbf333b2c17c365753fc01feadde58f6b,0dabbaf8d3cb3a9a24dae436ce2fe1a9045fedc090d42279cb873abfbce10430
EI (3342),EI,train,5ce6827a901548df459a7dc8957adb1a75cb6837db101fb0175a1949f22c1011,d4d879499d5ca435f3e30d1e5f7732e792869bff3ced6a9f797e711012abfeff,36c8a7d9c85d552beae332d686e82520e1465751a7babc0f4bb3d80c97282f60,375x500,375x500,False,False,True,9b6a19d2586e9a14eaba6d4d9458f68e2f4ccc7152438d60903f6eb8195a25fd,97896468f092c421b53f9da47cf8680f1637884479ac08b1b74f53a36adc7978
EI (3343),EI,train,da56dbe751f62c8b783c34be444a6105295307757057ae601fd2b6dc026463fc,c790140ba6a8491c2d6d6f707bf5bbecdd7ccf2cdc7632f002591b1b91fd9721,190b312200eefa82150c950010945c395c7d1fe601598b9f19eeac6b92af9240,500x667,500x667,False,False,True,608fe665ba1aff6f7b9ed15c1491c8d33489f380e36e77b2ee54355ca81b7060,232326f6f8766665eeb684fb4083878416c1dc5db1a4de3ddc4e6e1592cc3b00
EI (3344),EI,test,8a60aeb3a42fe5775d978743609b2714f9ddb626e2aa990bf7f188061f3c8438,b8d7ebdf3a9ebca0bec4aec7914d25bfcb6f2d2ec1d57f330b209e0a51f20a7d,a111d91815e3697ca1c16a5216ee60971f6b52cd0a4ac5347549666121339209,500x667,500x667,False,False,True,48f110aaaf2c188f9168c3fc24355a40465e73e1d772262751271b90f3c58b06,7494e0c066715e90ea4fc3258c418978af4a89e23a72a217c8fc9dff8d3c11e5
EI (3345),EI,train,1df1b5d6a9434e565d0653e0a61fd1e03986afef812de2b14a7136ac19327689,d0641986e6bb57945baa8cefe0899800ca26e4d41f934e08d388c7af356c712d,584b84a94c4f91181bc54873a7c1d645b2b6b42c5fa1085968ff65d9aeb68e56,659x500,659x500,False,False,True,107a84d860ea263907d8b597fbbdf6abb441b399a658f48cef05514a995d2227,3734b4f8615176e89966b9eb199b47a71dd781bcf5f2b52d014f0315cd619828
EI (3346),EI,train,9e0a3bc55ce6c2c23f553fe4d702903917a06a0c7d7e3bb62dfdbec749f00b8e,21329dc5939b90230e16d70a489553024088df66a1acab1050fb877b9510caf9,1fe71957bb49d0c51f6ce8576fab0a12a28c6d0171f583258d7e8cb45da1818a,719x500,719x500,False,False,True,6737283d53730d6bc399ded2ac56625f9e5c80996a2507f08315ee75b70f4055,5ff7ca87999254b900c56915f81eed75d3c2454e36c33eb9108304cd5f168ec9
EI (3347),EI,train,2576f1caf0367c3d870a677418c9769a39041f0d3a6df85193de5cf823bacf46,cbb22264c09e714ed5edd3f6997318d64e538e09304a8c824eab5fcd2036e8e9,7ca9e61baf866a58a4dd1d746df43500b08da69dc24a0de0e0190ee70f1efb3b,747x500,747x500,False,False,True,2ac693bb7203a563ff0a663b16f68bfe4210f509b2c48f0d39f2ba63c072e3a2,b38398d96cfe40313f3dfc7598783101b3b7931852de4b1e7a0e37b7613eaece
EI (3348),EI,train,93134f9322c39b212e67deda43be4233e24fa701b715550f82cae0d48bbbfbd8,00370b6345c2b63ed2a8ec70028876c1bcfea71b490e7f47441397a00b4f0796,4342bbe91c60ca6e8cfa2f378c971d29dcb8084bb36594d07b182616b8713bd0,500x500,500x500,False,False,True,66883fa66965d46d2512a96f36beab633f96b6c7e097fe60bceceb1623bb94bf,5cefb5ab16580be3d2f982675831f9edf5fe731319a8e27397fcc2f612081577
EI (3349),EI,train,b10ff6429929bc26c857d1bc44f570dd28fd9bd55fed907a7db3e3a8808519f7,94a1f6a97789b2c75c85b522de9d4a7bbbc66ef98477310afacb4b777704beea,5582e0b528a3673887e7ae1913e3ea9ecc511c06d4276f076dbb3198165c40d5,500x375,500x375,False,False,True,9cd143e99921efac118c9f74744e7c1349800b891f26fd950c6ef8fcade1b155,1b44e7cfff6e30d20bf54c1c43b130a10b30b7fcaeb8fc0254adc003b11dbf0d
EI (3350),EI,train,19630b81dc3e7859792cfd8e410571857fb908117d631d1a48362bc93fb346b9,9847f76c53e75edb8d1a856fd730c534489d346e0aede814420928e68ec89da5,9c3d0337bc7296788ab26339b12e8c2ec7dcc93e5d609c159092236c6967bf31,500x500,500x500,False,False,True,f35699ed8467013abd9ba7bd1da7fad2b84e5b3c486914b1e1449c5e3d6f0534,d9ae517a6aabb5fbf2d0fde50c339dcc8f4bc32d9c0a298f761ad8a0b07557e6
EI (3351),EI,train,4c624071acdd8a2702ca2263189ebe9166447f4447ccf72a1f505b9ca0ea0d14,11a2affb274cf36dfdeb87be516553a50b2c1488cf4335ff90bf1fbf694ee0de,020e65f8145d80e6e342d2cd8d8d2fa338efcabda7712de9b194af31238e9079,300x400,300x400,False,False,True,50c952e44ec801ed63a9aae657479ec83fc97a86ffd7a4819fb7dfd0c5233afc,da49768968c307170787c08da5a3bdd1facb04f5206ff3a67ac50d0c117b935a
EI (3352),EI,train,66cd1bde94294d86d8b4a4d2eb8eecd510fa022c6283ee3cdaa9e0221945897e,963d21b47d6cb36e53eb581869a50f957110613ea1ae465c634f22be16f360e3,74b974ff7ac0992ff4edb5e5d28efb49c6e77418cd1d9a01e78a3abc13664bd6,500x750,500x750,False,False,True,95a6d8088988cd8f1a7631c6fb68ff83c74e187db193f37b7bfc66cf2c616ced,baec6b3df2c6c3c85d783d74118daa92e1d9e703bf46d15b2d8e2fab6cfb0da4
EI (3353),EI,train,2e89336c82d12abd5ace1935f9ec149615eea576c051911989c54ed78ed9e4b5,e85a65f263907d4ea1a207082c8df0a17593e044d2c2b6b585ed425896f13e55,06a33272addbac8b231319381d885389fb2b3689cc7c2a93bae04314ed28fda9,500x500,500x500,False,False,True,7d45d8881c0268241bcef8dadb98f4160c9a7f1a334d819b912ce6a3e9fccdac,b2f6009826db96ab3bfadb6051db512322feb070425b7a968541fad5f522eed4
EI (3354),EI,train,d6b56f2e1894bbce12c6afca5c0cf8ca0cdaf7dd277d7b58e2729d2f27a0dc38,054549cb25ba387bb930f301e72ed540390b9e3ada91f3c9c4bedbb736930c95,13a88d9e5b5073df9150efb364a8d750534751c903ac51d5bf1bed6a7cd1ee3d,345x569,345x569,False,False,True,bc5041bd3015408c6092a073b96e703d1cc15df3c565a6e0a65dab7b832f0e1c,d36302f0e39829b6aed4492b6e0dd7d088184cddda1a0f727f9f0740a72e0ed6
EI (3355),EI,train,c6058f489815e7bfd1ec05edf35406be417091436f68300a4831744be2d11ece,1ae0fd6e4813cdc4fd17394ae8ae4db1af2906cb2df6d9874acf2fba6438d664,aba49218e5fa3fb63e4166b08c71df4d7da979f81acb37721dddfebac4694444,500x667,500x667,False,False,True,9dc49ca0a08fc682be3246491dbea3b3ece7a97377b40c5cfda5150d7356adbc,89dd4bc0b591571eb56bc7e1ff63fba595f529e42436793a7e6905ac0a0a16fa
EI (3356),EI,train,5529da39cb97c3296634f18665d3c50a4576eae3c786016628e35fb2025d1d03,ed039713f45ee9cb9f13f2eb658eda0834ad18c818d20d87af5720a62231e4ba,a3789e729211380e35fc038e9f0b01f96fb6f5a10da0c861174738a227c6cf82,667x500,667x500,False,False,True,59cad7d904f3d0d7dc7a288be61a20660e40e58314e7a28c0d5a1d80cab20b85,4ca4341ac778f403039a46213c5d1e91941323fa8e37b3cc5537b287a3934db3
EI (3357),EI,train,0d05c188dbef652ede8d3eaf1d02fd815b4d79b966abe9fe43526e8fc6a3c6ab,a8a385d1957d56b0c566bde49a5967597c16c3fa6c7c5b56fefd5e7dd29bcf3e,93c5267e4c7f224aac865e250b2a5235313f7e588f8ec5100a363af11654cbf9,375x500,375x500,False,False,True,7f58cc85f55b7dc96b3e45b4aefca3b25131ae606c24100b0912509bb6e3ca14,e38c1fb31b6329f22fc639a1e8ce2253b5f630675740807c38547a06fe27f5f1
